P1350627	Hong Kong's city lights viewed from The Peak	http://www.youtube.com/watch?v=3gJtw2FRe8M&feature=youtube_gdata_player	Hong Kong's city lights viewed from The Peak, Hong Kong Island	hong_kong	37	33
P1260796	Ramayana	http://www.youtube.com/watch?v=-LNga9ZBxBI&feature=youtube_gdata_player	Killing a bird with a sword. Ravana killing Jatayu (?)	indonesia	46	7
P1360971	Singers in Temple of Heaven park	http://www.youtube.com/watch?v=01r66H3RLgI&feature=youtube_gdata_player	Singers in Temple of Heaven park, Beijing	china	78	4
P1140475	River dolphins observed from the boat	http://www.youtube.com/watch?v=M7RgggQjZD4&feature=youtube_gdata_player		brazil	47	5
P1360261	Light decoration of Grand Lisboa and Casino Lisboa	http://www.youtube.com/watch?v=QZLZcsqB3OI&feature=youtube_gdata_player		macau	32	41
P1260795	Ramayana performance	http://www.youtube.com/watch?v=9TfMXX5uk70&feature=youtube_gdata_player	Rama shooting an arrow. Ramayana performance close to the Prambanan temples.	indonesia, java	49	31
P1370534	Locals photographing tourists	http://www.youtube.com/watch?v=PeLorVFG0Mg&feature=youtube_gdata_player	Locals photographing tourists and posing with them at the musical fountain in Xi'an	china	11	7
P1370188	Musical performance in the Drum Tower, Xian	http://www.youtube.com/watch?v=MM4g3aDAEzY&feature=youtube_gdata_player	Chinese drum performance	china	62	4
P1370230	Musical performance in the Bell Tower, Xian	http://www.youtube.com/watch?v=r_lPJEJro80&feature=youtube_gdata_player	Musical performance in the Bell Tower, Xian	china	60	8
P1330492	Village life by the Mekong	http://www.youtube.com/watch?v=7IJ3AxruDXo&feature=youtube_gdata_player	Cambodian village life on the banks of the Mekong river, observed from a moving riverboat	cambodia	75	16
P1350812	Electric car track in Hong Kong Disneyland	http://www.youtube.com/watch?v=NDGCXEmZgvU&feature=youtube_gdata_player		hong_kong	15	108
P1350824	Lion King musical performance, Hong Kong Disneyland	http://www.youtube.com/watch?v=RY21RctKUAQ&feature=youtube_gdata_player	Lion King musical performance (Hakuna Matata) in Hong Kong Disneyland.	hong_kong	30	56
P1140441	Amazonas riverboat in a port	http://www.youtube.com/watch?v=YybwIfD5eAE&feature=youtube_gdata_player	An Amazonas riverboat making a stop in riverside town. People getting on and off. The hammock deck is shown at the end of the video.	brazil	57	10
P1320942	Cao Dai prayer	http://www.youtube.com/watch?v=xy_j9p7hCaM&feature=youtube_gdata_player		vietnam	50	9
P1180781	Irish guitarists playing for the locals at Cabanaconde	http://www.youtube.com/watch?v=RNnu9guGxtE&feature=youtube_gdata_player	Virgin of Candelaria celebrations in Cabanaconde	peru	17	173
P1340911	Moto-rickshaw ride in Ahmedabad	http://www.youtube.com/watch?v=TJEdtCo8qJ8&feature=youtube_gdata_player	Views from a moving moto-rickshaw to the town of Ahmedabad	india	47	18
P1130608	Wind blowing sand in Lençóis Maranhenses National Park	http://www.youtube.com/watch?v=xsq46YWPkSU&feature=youtube_gdata_player		brazil, lençóis_maranhenses	4	25
P1370229	Musical performance in the Bell Tower, Xian	http://www.youtube.com/watch?v=wBhz81JBz_E&feature=youtube_gdata_player	Musical performance in the Bell Tower, Xian	china	60	7
P1350889	Fireworks over Disneyland, Hong Kong	http://www.youtube.com/watch?v=l4iusfknLgs&feature=youtube_gdata_player	Evening fireworks	hong_kong	73	24
P1180301	Running around at a well, Nacza	http://www.youtube.com/watch?v=en6ofntPi54&feature=youtube_gdata_player	Aqueducts almost 1900 years old around Nazca	peru	43	24
P1320728	Saigon traffic	http://www.youtube.com/watch?v=AAdB6WHbA54&feature=youtube_gdata_player	Successfully crossing the street on the zebra and ending up at restaurant Pho 2000 where Bill Clinton once ate noodle soup.	vietnam	12	39
P1260878	Javanese traffic	http://www.youtube.com/watch?v=J-R_aYWST_8&feature=youtube_gdata_player		traffic, indonesia	34	3
P1370505	Musical fountains	http://www.youtube.com/watch?v=XIyV-LCsMCw&feature=youtube_gdata_player	Musical fountain show at noon in Xi'an, close to the Big Wild Goose Pagoda. It's the largest musical fountain complex in the world, at least according to Chinese sources.	china	36	21
P1340988	Views to Ahmedabad from a moving moto-rickshaw	http://www.youtube.com/watch?v=QwBk4aplcL4&feature=youtube_gdata_player	Views to Ahmedabad from a moving moto-rickshaw	india	37	17
P1370187	Drum performance in the Drum Tower, Xian	http://www.youtube.com/watch?v=srS_IhN8Dds&feature=youtube_gdata_player	Chinese music	china	32	1
P1350670	Tomorrowland, Hong Kong Disneyland	http://www.youtube.com/watch?v=BgYjRvISd_A&feature=youtube_gdata_player		hong_kong	22	46
P1350152	Hong Kong's city lights viewed from Kowloon	http://www.youtube.com/watch?v=4MmU9i-Ohbo&feature=youtube_gdata_player	Hong Kong Island's city lights viewed from Kowloon (Avenue of Stars) with a musical background	hong_kong	52	74
P1330277	Floating market	http://www.youtube.com/watch?v=-KYYKdQYaws&feature=youtube_gdata_player	Floating market on the Mekong river close to Can Tho.	vietnam	90	10
P1280315	Throwing coins	http://www.youtube.com/watch?v=rO0c-QRRYUs&feature=youtube_gdata_player	Throwing coins into revolving wishing pots in a Buddhist temple in Georgetown.	malaysia	32	2
P1220771	Iguazu Falls	http://www.youtube.com/watch?v=invtW4I087s&feature=youtube_gdata_player	Devil's Throat, Iguazu's largest cataract	argentina	24	3
P1140874	Swimming in the Mamirua Reserve	http://www.youtube.com/watch?v=2oiphbPDCDo&feature=youtube_gdata_player		P1140874, Mamirua, Sustainable, Reserve, Brazil	23	10
P1360808	Royal clocks	http://www.youtube.com/watch?v=u9gmsnyFKv4&feature=youtube_gdata_player	Royal clocks at Clock museum, Forbidden City, Beijing	china	20	52
P1260835	Ramayana at Prambanan	http://www.youtube.com/watch?v=02Loczp6Wdg&feature=youtube_gdata_player		ramayana, prambanan, java, indonesia	51	43
P1360590	Ballet at the Water Cube	http://www.youtube.com/watch?v=NQaFq-H1Fgs&feature=youtube_gdata_player	Moscow City Ballet practice session in the Water Cube, Beijing	china	24	34
P1350825	Lion King musical performance in Hong Kong Disneyland	http://www.youtube.com/watch?v=OuTh0GoF4IQ&feature=youtube_gdata_player		hong_kong	33	13
P1140400	Encontro das Águas	http://www.youtube.com/watch?v=I3DERSFkYO0&feature=youtube_gdata_player	Meeting of Rio Negro and Rio Solimões close to Manaus. Filmed from a Manaus-Tefe slow boat.	brazil, manaus	41	5
P1360973	Musicians in the Temple of Heaven park	http://www.youtube.com/watch?v=JPiXExGcpAw&feature=youtube_gdata_player	Two groups of musicians in the Temple of Heaven park in Beijing	china	49	2
P1170574	Mating black turtles, Galapagos Islands	http://www.youtube.com/watch?v=vUBmBsnE9ic&feature=youtube_gdata_player	Turtle Cove is the mating place of turtles and a nursery of sharks and rays	ecuador	39	20
P1320660	Swimmer at the Muine beach	http://www.youtube.com/watch?v=E_F0ioG7neo&feature=youtube_gdata_player	Swimmer fighting with waves at the Muine beach	vietnam	72	11
P1350143	Hong Kong light show	http://www.youtube.com/watch?v=YjgNq7JC6l8&feature=youtube_gdata_player	Hong Kong's 8 o'clock light show viewed from the Avenue of Stars, Kowloon	hong_kong	45	7
P1350823	Lion King musical performance in Hong Kong Disneyland	http://www.youtube.com/watch?v=sr_rpGVlR3I&feature=youtube_gdata_player		hong_kong	35	14
P1340308	Musical tuktuk	http://www.youtube.com/watch?v=AmoF2ISJ01M&feature=youtube_gdata_player	A nightime tuktuk ride in the streets of Siem Reap listening to Britney Spears.	cambodia	28	4
P1350447	Monkeys in the Hong Kong Zoo	http://www.youtube.com/watch?v=vIafxEFzAys&feature=youtube_gdata_player	Monkeys jumping around in their cages in the small zoo on Hong Kong Island	hong_kong	28	6
P1260630	Becak ride in Yogyakarta	http://www.youtube.com/watch?v=BzY9O7KnHkg&feature=youtube_gdata_player	Two tourists riding an Indonesian human-powered cycle rickshaw, the becak.	indonesia, java, yogyakarta	18	18
P1350808	High School Musical inspired show in Hong Kong Disneyland	http://www.youtube.com/watch?v=8wg5b0KA8eU&feature=youtube_gdata_player		hong_kong	18	39
P1200099	Dynamite blast, Potosi, Bolivia	http://www.youtube.com/watch?v=EoCa-fb7eks&feature=youtube_gdata_player	A guide at a visit to the silver mines in Potosi demonstrating the power of a dynamite explosion	bolivia, mine	39	7
P1320178	Lotus in the rain	http://www.youtube.com/watch?v=aaBrRhMbjB0&feature=youtube_gdata_player	Rain drops falling off the lotus leaf. Pond in the Tu Duc tomb complex.	vietnam	11	40
P1350786	Sailing by a volcano in Hong Kong Disneyland	http://www.youtube.com/watch?v=7VWA3zj7V8c&feature=youtube_gdata_player	Observing a volcano full of fire and smoke, in Hong Kong Disneyland	hong_kong	18	72
P1370032	Giant panda munching on bamboo in Beijing Zoo	http://www.youtube.com/watch?v=NL1p6dj3asw&feature=youtube_gdata_player	Giant panda munching on bamboo in Beijing Zoo	china	31	9
P1240447	On the way back from a Polynesian pearl farm	http://www.youtube.com/watch?v=zyhtjDBF01g&feature=youtube_gdata_player	Riding a motorboat back to the main island after visiting a pearl farm in the middle of the lagoon. Huahine, French Polynesia.	french_polynesia, huahine	30	15
P1340602	Fireworks in the honor of Queen Sirikit	http://www.youtube.com/watch?v=-2Yc_2N8fDw&feature=youtube_gdata_player	Fireworks at Sanam Luang in the honor of Queen Sirikit of Thailand	thailand	41	6
P1160737	Marine iguanas	http://www.youtube.com/watch?v=3P1bexeos-c&feature=youtube_gdata_player	Coastal lavarock covered with marine iguanas	ecuador, galapagos	47	10
P1330131	Coconut candy wrappers	http://www.youtube.com/watch?v=PDYOPA-ZaM4&feature=youtube_gdata_player	Women wrapping pieces of coconut candy into paper.	vietnam	20	29
P1250105	Sensitive plant	http://www.youtube.com/watch?v=OZo7BhaNnqE&feature=youtube_gdata_player	A curious plant that folds its leaves when slightly touched. Winter Garden, Auckland Domain, Auckland	new_zealand, auckland	45	11
P1130803	Music in the Basilica de Nossa Senhora de Nazare	http://www.youtube.com/watch?v=UOED4aB8SNI&feature=youtube_gdata_player	Inside the most famous church in Belem	brazil, belem	34	23
P1330567	Gamelan band	http://www.youtube.com/watch?v=CWs4RQCHpJs&feature=youtube_gdata_player	Two-person gamelan band in action, one cannot play.	cambodia	24	19
P1190431	Weaving at Taquile Island, Peru	http://www.youtube.com/watch?v=QenhKevjjmI&feature=youtube_gdata_player	Women weaving	peru, lake titicaca	27	8
P1140440	Docking of an Amazonas slow boat	http://www.youtube.com/watch?v=9wd2DPe3QeU&feature=youtube_gdata_player		brazil, amazonas	21	7
P1180452	Sandboarding on Cerro Blanco	http://www.youtube.com/watch?v=BgZhbyB1qjo&feature=youtube_gdata_player	Cerro Blanco is the world's largest sand dune, situated close to Nazca, Peru. Tour companies in Nazca offer sandboarding trips consisting of climbing to the top (3h), some practice runs, and then riding down the longest slope. The provided sandboards suck (ie they are not regular snowboards), but the dune and its surroundings are beautiful.	sandboarding	11	56
P1120899	View of Rio the Janeiro	http://www.youtube.com/watch?v=9SLh7xKqqwA&feature=youtube_gdata_player	Views from Corcovado: Cristo Redentor, tourists, Sugarloaf Mountain (Pão de Açúcar), Botafogo	brazil, rio_de_janeiro	47	7
P1290031	Arriving of a SkyTrain	http://www.youtube.com/watch?v=mTSu3Hoi06A&feature=youtube_gdata_player	A Bangkok SkyTrain arriving at a station	thailand	21	32
P1190283	Demonstration at the Uros floating island, Peru	http://www.youtube.com/watch?v=aDNDqK9M8Vc&feature=youtube_gdata_player	Demonstration of the building material of the Uros floating island	peru	28	12
P1270648	Geko hunting	http://www.youtube.com/watch?v=PA7zN_PNvZk&feature=youtube_gdata_player	Geko catching a fly but then letting it go. A wall of a hotel room in Bukit Lawang.	indonesia, sumatra	28	80
P1360067	Evening busride in Hong Kong	http://www.youtube.com/watch?v=VH8S4uU9YHI&feature=youtube_gdata_player		hong_kong	29	3
P1240528	Feeding eels	http://www.youtube.com/watch?v=qALSQKkfgs8&feature=youtube_gdata_player	Kids feeding tame eels. Faie, Huahine-Nui, French Polynesia	french_polynesia, huahine	24	42
P1250080	Kids playing rugby	http://www.youtube.com/watch?v=aAgxd3jfOvA&feature=youtube_gdata_player		rugby, auckland	13	69
P1330499	People on the riverbank	http://www.youtube.com/watch?v=pYPaRrpyhps&feature=youtube_gdata_player	Passing by Cambodian people on the river bank in a Mekong slowboat going upriver.	cambodia	18	20
P1340835	Dhobi Ghat in Mahalaxmi	http://www.youtube.com/watch?v=brChwYs9pzE&feature=youtube_gdata_player	Dhobi Ghat, Mahalaxmi, Mumbai. The largest washing machine (mostly human-powered) in the world.	india	12	34
P1260826	Ramayana	http://www.youtube.com/watch?v=-kD8-s1KESA&feature=youtube_gdata_player		indonesia	17	10
P1350751	Screen of dripping water	http://www.youtube.com/watch?v=0jrZEq3gOzY&feature=youtube_gdata_player	Screen of water drops, Hong Kong Science Museum	hong_kong	14	11
P1350266	Nighttime views from the Star Ferry to the Hong Kong Island	http://www.youtube.com/watch?v=qtxtalb4fu8&feature=youtube_gdata_player	View from the Star Ferry (going from Hong Kong Island to Kowloon) to the lit up skyscrapers along the coast of the Hong Kong Island.	hong_kong	31	6
P1240985	Rapper and his sounds	http://www.youtube.com/watch?v=-dBESEPoCfk&feature=youtube_gdata_player		new_zealand, auckland	46	1
P1350267	Hong Kong lightshow viewed from a moving Star Ferry	http://www.youtube.com/watch?v=GZ0-WrXV6Qo&feature=youtube_gdata_player	Views from a moving Star Ferry during the 8 o'clock light show: Kowloon (Clock Tower), the bay (a boat), Hong Kong Island (Convention Center, skyscrapers).	hong_kong	37	9
P1360448	Macau in the night	http://www.youtube.com/watch?v=MIz5jv9SDGE&feature=youtube_gdata_player	Nighttime views from a bus driving over a bridge to Macau.	macau	24	15
P1230403	Armadillo hole	http://www.youtube.com/watch?v=1reFSwZy7TA&feature=youtube_gdata_player	Armadillo digging a hole, people photographing the hole.	brazil, pantanal	14	128
P1160281	Tungurahua spitting out smoke	http://www.youtube.com/watch?v=mGqMrnOfivw&feature=youtube_gdata_player	Tungurahua observed during daytime (15--16 o'clock) from the hillside across the river from Baños. Every couple of minutes a tower of thick smoke burst out of the volcano. With the binoculars one could also observe little stones (?) emerging from the smoke (ie they were little relative to the surroundings). According to the advisory 12 Jan 2010 - 2318 UTC -- TUNGURAHUA 1502-08 ECUADOR that was issued for that period of time: RMK: THERE HAS BEEN SOME STRONGER BURSTS OF ASH OVER THE PAST 3 HRS AND THRU CLOUDS A PLUME CAN NOW BE SEEN EXTDG W AROUND 100 NM.	ecuador	31	17
P1260812	Ramayana	http://www.youtube.com/watch?v=jwot9sWu3L4&feature=youtube_gdata_player		indonesia	27	2
P1350339	Screen of dripping water	http://www.youtube.com/watch?v=FLz2WK9gWBY&feature=youtube_gdata_player	Screen of water drops, Hong Kong Science Museum	hong_kong	4	67
P1260877	Traffic in Java	http://www.youtube.com/watch?v=5pDPpV4KuI8&feature=youtube_gdata_player		traffic, indonesia, java	51	6
P1260651	Javanese puppet show	http://www.youtube.com/watch?v=oLOACbVIpoo&feature=youtube_gdata_player	Javanese puppet show performed in the Sultan's Palace in Yogyakarta.	indonesia, java, yogyakarta	43	2
P1250082	Kids playing rugby	http://www.youtube.com/watch?v=HJulK22Xm14&feature=youtube_gdata_player	Kids playing rugby in Auckland. Their parents telling them something in an emotional voice.	new_zealand, auckland	19	39
P1260799	Ramayana	http://www.youtube.com/watch?v=rl7uVQL0FeQ&feature=youtube_gdata_player	Monkey army (?) dancing	indonesia	40	2
P1330196	Children singing	http://www.youtube.com/watch?v=DMq4bP9hQNQ&feature=youtube_gdata_player	Two Vietnamese girls singing, three Vietnamese men playing string instruments and a group of Chinese girls eating.	vietnam	25	9
P1260378	Shadow puppet performance	http://www.youtube.com/watch?v=-BHUQ05TV5g&feature=youtube_gdata_player	Shadow puppet performance at the Wayang Theatre in Jakarta.	indonesia, java	51	5
P1230098	Streetview in Campo Grande	http://www.youtube.com/watch?v=xA_MnaD21rs&feature=youtube_gdata_player		brazil, campo_grande	23	65
P1360262	Casino Lisboa and Grand Lisboa in the night	http://www.youtube.com/watch?v=s4qwlo_MAiA&feature=youtube_gdata_player	Nighttime views to the lit up neighboring Casino Lisboa and Grand Lisboa	macau	20	13
P1160664	Pelican of Puerto Ayora	http://www.youtube.com/watch?v=qGylCp--aUc&feature=youtube_gdata_player	Evening time at the port of Puerto Ayora. Night colours playing on the water. Brown pelican diving in an attempt to catch some fish.	ecuador, galapagos	23	29
P1250208	Sculpture of a dog in a Sydney mall	http://www.youtube.com/watch?v=n9Is0ijMwgQ&feature=youtube_gdata_player	Sculpture of a blind-leading dog in the Queen Victoria Building Mall, Sydney	australia, sydney	32	9
P1340307	Musical tuktuk	http://www.youtube.com/watch?v=_ihFaKrVrFA&feature=youtube_gdata_player	A nightime tuktuk ride in the streets of Siem Reap listening to Britney Spears.	cambodia	13	13
P1330569	Gamelan band	http://www.youtube.com/watch?v=IVlpZBu6XXg&feature=youtube_gdata_player	Two musicians playing gamelan instruments, one of them improvising. A gamelan band features many annoying-sounding percussion instruments.	cambodia	6	33
P1270250	Bus musician	http://www.youtube.com/watch?v=-exPqB-iZzc&feature=youtube_gdata_player	A bus musician performing in a bus from Probolinggo to Surabaya.	indonesia	33	10
P1290960	Washing an elephant	http://www.youtube.com/watch?v=UHPgzN2M25E&feature=youtube_gdata_player	Washing an elephant in the Jumbo Elephant camp in Northern Thailand	thailand	17	27
P1230638	Waves	http://www.youtube.com/watch?v=1hPaZTI1JhI&feature=youtube_gdata_player	Waves hitting the coast of Rapa Nui.	rapa_nui	25	2
P1230371	Howler moneky in the tree	http://www.youtube.com/watch?v=zJKDDrxRRoM&feature=youtube_gdata_player		brazil, pantanal	23	21
P1350446	Gibbons in Hong Kong Zoo	http://www.youtube.com/watch?v=i1xNgnb9b7E&feature=youtube_gdata_player	Gibbons in the small zoo on the Hong Kong Island	hong_kong	18	5
P1330817	Weaving	http://www.youtube.com/watch?v=CYavLijT3dQ&feature=youtube_gdata_player	Weaving silk	cambodia	12	2
P1230335	Truck ride through Pantanal	http://www.youtube.com/watch?v=sfsZNxGu_R8&feature=youtube_gdata_player	People riding through Pantanal on the top of a truck. They have to duck not to be hit by branches.	brazil, pantanal	36	3
P1350708	Toy Story inspired show in Hong Kong Disneyland	http://www.youtube.com/watch?v=VYlbw3cHv3c&feature=youtube_gdata_player		hong_kong	17	7
P1260396	Shadow puppet and gamelan performance	http://www.youtube.com/watch?v=59QPaHgWay8&feature=youtube_gdata_player	Shadow puppet and gamelan performance at the Wayang Museum in Jakarta	indonesia, java, jakarta	16	16
P1330421	Cham woman weaving	http://www.youtube.com/watch?v=kgIokyPEXHw&feature=youtube_gdata_player		vietnam	10	5
P1260827	Ramayana	http://www.youtube.com/watch?v=UFVjz57Dmrg&feature=youtube_gdata_player	Sword fight	indonesia, java	23	9
P1230200	Caiman hunting	http://www.youtube.com/watch?v=yDDkiI2dgfk&feature=youtube_gdata_player	Caiman going after a fish in Pantanal.	brazil, pantanal	7	55
P1230066	Rotation	http://www.youtube.com/watch?v=L2DxIBOCbMk&feature=youtube_gdata_player	A big rotating machine at the Itaipu power plant	brazil	35	3
P1150830	Cock fight, Otavalo, Ecuador	http://www.youtube.com/watch?v=3iCr0YBqMBg&feature=youtube_gdata_player	Gamblers cheering the participants of a cock fight	ecuador	5	58
P1230199	Teasing a caiman	http://www.youtube.com/watch?v=SB0CHGV202g&feature=youtube_gdata_player	Teasing a caiman with a fish, Pantanal	brazil, pantanal	23	3
P1260828	White monkey in action	http://www.youtube.com/watch?v=FEv77tZLSHo&feature=youtube_gdata_player	Hanuman stepping on the stage. Ramayana performance close to the Prambanan temples.	indonesia, java	18	16
P1260825	Ramayana	http://www.youtube.com/watch?v=4dthqf0eKVQ&feature=youtube_gdata_player		indonesia	21	3
P1270043	Girl dancing	http://www.youtube.com/watch?v=dvVzqRsTzwc&feature=youtube_gdata_player	Party in a hotel close to Mount Bromo.	indonesia	23	2
P1260666	Javanese puppet show	http://www.youtube.com/watch?v=tnDyHNfr9pc&feature=youtube_gdata_player	Javanese puppet show performed in the Sultan's Palace in Yogyakarta.	indonesia, java	46	8
P1260241	Birthday song	http://www.youtube.com/watch?v=_Q213mjo2L8&feature=youtube_gdata_player		australia	24	1
P1260070	Funny bird	http://www.youtube.com/watch?v=K1s3d4ggCrg&feature=youtube_gdata_player	Funny tail-wagging bird in Madang.	papua_new_guinea	27	6
P1260816	Ramayana	http://www.youtube.com/watch?v=hlhygXRiEdM&feature=youtube_gdata_player		indonesia	21	2
P1330003	Hiding into the Cu Chi tunnel	http://www.youtube.com/watch?v=QY1U340PVK8&feature=youtube_gdata_player	Entering the Cu Chi tunnel system through a narrow opening.	vietnam	17	9
P1260346	Becak ride	http://www.youtube.com/watch?v=xvEcWLYIT98&feature=youtube_gdata_player	Becak ride in Jakarta.	indonesia, java	16	6
P1280316	Throwing coins	http://www.youtube.com/watch?v=nvZQSmdVp8E&feature=youtube_gdata_player	Throwing coins into revolving wishing pots in a Buddhist temple in Georgetown.	malaysia	18	3
P1320386	Sensitive plant in My Son	http://www.youtube.com/watch?v=Mwnl3TPmYtI&feature=youtube_gdata_player	Touching the leaves of a Mimosa.	vietnam	18	3
P1360540	Chinese tourist group in front of the Water Cube	http://www.youtube.com/watch?v=MC3buwYAYpM&feature=youtube_gdata_player	Entry tickets to the Water Cube (National Aquatic Center) distributed between the members of a tourist group in Beijing, China.	china	9	11
P1200314	Driving in Salar de Uyuni	http://www.youtube.com/watch?v=ePDcpX5QCSE&feature=youtube_gdata_player	Salar de Uyuni is the world's largest salt flat at 10582 square kilometers. It is located in southwest Bolivia, near the crest of the Andes, and is elevated 3656 meters above the mean sea level. The Salar was formed as a result of transformations between several prehistoric lakes. It is covered by a few meters of salt crust, which has an extraordinary flatness with the average altitude variations within one meter over the entire area of the Salar.	bolivia	11	12
P1230827	Sunrise drive on Rapa Nui	http://www.youtube.com/watch?v=NL3-zpKGLz8&feature=youtube_gdata_player	Driving to see the sunrise over the 15 moai.	rapa_nui	13	4
P1330665	Tuktuk ride	http://www.youtube.com/watch?v=sHCjEgIoHao&feature=youtube_gdata_player		cambodia	5	2
P1290843	Fly machine	http://www.youtube.com/watch?v=X8gksJx-E8A&feature=youtube_gdata_player	Machine for keeping away flies at a Thai market	thailand	12	3
P1150134	Street presentation of Jesus on the cross	http://www.youtube.com/watch?v=ZM4SHLmtI5Y&feature=youtube_gdata_player	Christmas in Iquitos	Peru	6	5
P1150379	Wavest hitting the short in Huanchaco	http://www.youtube.com/watch?v=ItEkaKQo27M&feature=youtube_gdata_player	The world-famous beach Huanchaco, a surfing destination, is located just north of Trujillo.	peru, huanchaco	10	4
P1240984	Rapper	http://www.youtube.com/watch?v=mvB2alqgN20&feature=youtube_gdata_player	A guy rapping in a bar in Auckland.	new_zealand	10	2
P1320177	Lotus in the rain	http://www.youtube.com/watch?v=8FWK_8GVHAg&feature=youtube_gdata_player	Raindrop dropping off a lotus leaf.	vietnam	4	7
P1210508	Pio XI glacier cracking, Chile	http://www.youtube.com/watch?v=HRxoQzh-LQQ&feature=youtube_gdata_player	Pio XI glacier on a detour on a Navimag ferry to Puerto Natales	chile	27	236
P1150838	Rooster fight in Otavalo	http://www.youtube.com/watch?v=I9GTHz1NbOM&feature=youtube_gdata_player		ecuador, otavalo	54	1081
P1180769	Virgin of Candelaria celebrations in Cabanaconde	http://www.youtube.com/watch?v=wRjtRBhJ3no&feature=youtube_gdata_player	Brass music at Cabanaconde	peru	41	271
P1150794	Music making trash truck in Equador	http://www.youtube.com/watch?v=si2V_e6B4oc&feature=youtube_gdata_player		ecuador, otavalo, market	21	578
P1130943	Boat ride on the Amazonas	http://www.youtube.com/watch?v=wXdr20rz530&feature=youtube_gdata_player		brazil	76	15
P1180761	Virgin of Candelaria celebrations in Cabanaconde	http://www.youtube.com/watch?v=4lKjSv-ywtg&feature=youtube_gdata_player	Fiesta Patronal de la Santisima Virgen de la Candelaria in Cabanaconde.	peru	8	290
P1150832	Rooster fight in Otavalo	http://www.youtube.com/watch?v=inEKT0neISY&feature=youtube_gdata_player		ecuador, otavalo	47	90
P1150819	Rooster fight in Otavalo	http://www.youtube.com/watch?v=23-bs1i6f_E&feature=youtube_gdata_player		ecuador, otavalo	63	93
P1170990	Humbolt Penguins at Ballestas Island, Peru	http://www.youtube.com/watch?v=K1q9STYJ9n8&feature=youtube_gdata_player	Penguins jumping on rocks	peru	34	44
P1290950	Elephant camp	http://www.youtube.com/watch?v=fdICuXNE4Hc&feature=youtube_gdata_player	Jumbo elephant camp in Northern Thailand	thailand	48	48
P1130408	Candoble ceremony in Salvador	http://www.youtube.com/watch?v=apaszYgU2KE&feature=youtube_gdata_player		brazil, salvador	48	51
P1330197	Vietnamese string band	http://www.youtube.com/watch?v=Zj5YECkRUyE&feature=youtube_gdata_player	A group of three Vietnamese string instrument players performing on an island in the Mekong Delta.	vietnam	48	40
P1280704	Thale Noi	http://www.youtube.com/watch?v=5UIW4LtJCiM&feature=youtube_gdata_player	Water lilies covered lake of Thale Noi in Southern Thailand	thailand	37	30
P1280203	Pancake maker	http://www.youtube.com/watch?v=xBfs9k_XEH4&feature=youtube_gdata_player	Making thin pancakes in Chinatown in Georgetown	malaysia	30	86
P1150829	Rooster fight in Otavalo	http://www.youtube.com/watch?v=rdgi9YXSKvg&feature=youtube_gdata_player		P1150829, Equador, Otavalo	31	144
P1320731	Saigon traffic	http://www.youtube.com/watch?v=xNGzq26glgc&feature=youtube_gdata_player	Crazy motorbike traffic in Saigon (Ho Chi Minh City).	vietnam	24	9
P1320678	Kite surfers at the Muine beach	http://www.youtube.com/watch?v=q0GWiaN8tMk&feature=youtube_gdata_player		vietnam	30	12
P1130627	Jeep ride in Lençóis Maranhenses National Park	http://www.youtube.com/watch?v=vtVgmAC8FeE&feature=youtube_gdata_player		P1130627, Lençóis, Maranhenses, National, Park, Brazil	40	32
P1150831	Rooster fight in Otavalo	http://www.youtube.com/watch?v=zu9K1GXc3iE&feature=youtube_gdata_player		P1150831, Equador, Otavalo	27	130
P1150837	Rooster fight in Otavalo	http://www.youtube.com/watch?v=WDB2lIhgL4M&feature=youtube_gdata_player		ecuador, otavalo	69	23
P1130270	Street party in Pelourinho	http://www.youtube.com/watch?v=FO3CUlcNHJY&feature=youtube_gdata_player	Street party in Pelourinho, Salvador	brazil, salvador	50	5
P1300782	River boat	http://www.youtube.com/watch?v=XiCPwmbjJPM&feature=youtube_gdata_player	Inside of a Mekong river slow boat	laos	69	4
P1160773	Marine iguanas fighting	http://www.youtube.com/watch?v=QV3u7EdRjw4&feature=youtube_gdata_player	Male marine iguanas nodding their heads at each other.	ecuador, galapagos	28	8
P1210485	Viewing of Pio XI glacier, Chile	http://www.youtube.com/watch?v=XHiy_PdvVIw&feature=youtube_gdata_player	on a Navimag ferry trip	chile	43	114
P1270848	Orang utan standing	http://www.youtube.com/watch?v=Tar2pTYuYCE&feature=youtube_gdata_player	An orang utan standing in the Gunung Leuser National Park close to Bukit Lawang. Orang utans are normally arboreal. Contact with people (and the bananas they leave behind) have made them come down from the treetops.	indonesia, sumatra	5	97
P1200683	Geysers at Sol de Mañana	http://www.youtube.com/watch?v=fEkWTNW_Bfo&feature=youtube_gdata_player	Geysers at Sol de Mañana, very early in the morning.	bolivia	35	27
P1280127	Becak ride in Medan	http://www.youtube.com/watch?v=aa-s58awimU&feature=youtube_gdata_player		indonesia	11	5
P1180809	Virgin of Candelaria celebrations in Cabanaconde	http://www.youtube.com/watch?v=cjcACrWoTUg&feature=youtube_gdata_player	Fiesta Patronal de la Santisima Virgen de la Candelaria in Cabanaconde.	peru	75	943
P1180454	Sandboarding on Cerro Blanco	http://www.youtube.com/watch?v=qjDtO4iA_3I&feature=youtube_gdata_player	Two people demonstrating their sandboarding skills on Cerro Blanco, close to Nazca.	peru	63	84
